ID,Text,From,To,Context
Proto-Oceanic-aw,"aw → o / _#",aw,o,_#
"Hawai’ian-h,ʔ","{h,ʔ} → ∅","h|ʔ","∅",
"Hawai’ian-s,f","{s,f} → h",s|f,h,
"Hawai’ian-k-t","k t → ʔ k",k,"ʔ",
"Hawai’ian-k-t","k t → ʔ k",t,k,
"Hawai’ian-ŋ-r-v","ŋ r v → n l w","ŋ",n,
"Hawai’ian-ŋ-r-v","ŋ r v → n l w",r,l,
"Hawai’ian-ŋ-r-v","ŋ r v → n l w",v,w,
"Hiw-p-pʷ-c,*j-k-q","p pʷ {c,*j} k q → β βʷ s ɣ ∅",p,"β",
"Hiw-p-pʷ-c,*j-k-q","p pʷ {c,*j} k q → β βʷ s ɣ ∅","pʷ","βʷ",
"Hiw-p-pʷ-c,*j-k-q","p pʷ {c,*j} k q → β βʷ s ɣ ∅",c|*j,s,
"Hiw-p-pʷ-c,*j-k-q","p pʷ {c,*j} k q → β βʷ s ɣ ∅",k,"ɣ",
"Hiw-p-pʷ-c,*j-k-q","p pʷ {c,*j} k q → β βʷ s ɣ ∅",q,"∅",
"Hiw-β-b-m","β b m → βʷ bʷ mʷ / typically near *u","β","βʷ",
"Hiw-β-b-m","β b m → βʷ bʷ mʷ / typically near *u",b,"bʷ",
"Hiw-β-b-m","β b m → βʷ bʷ mʷ / typically near *u",m,"mʷ",
Hiw-dr-*r,"dr *r → d r",dr,d,
Hiw-dr-*r,"dr *r → d r",*r,r,
Hiw-C,"C → ∅ / _#",C,"∅",_#
"Hiw-ɲ","ɲ → n","ɲ",n,
"Hiw-b-d-ɡ","b d ɡ → p t k",b,p,
"Hiw-b-d-ɡ","b d ɡ → p t k",d,t,
"Hiw-b-d-ɡ","b d ɡ → p t k","ɡ",k,
"Hiw-βʷ-bʷ-mʷ","βʷ bʷ mʷ → w kʷ ŋʷ","βʷ",w,
"Hiw-βʷ-bʷ-mʷ","βʷ bʷ mʷ → w kʷ ŋʷ","bʷ","kʷ",
"Hiw-βʷ-bʷ-mʷ","βʷ bʷ mʷ → w kʷ ŋʷ","mʷ","ŋʷ",
Hiw-l,"l → j",l,j,
Hiw-s,"s → h → ∅ (sporadic)",s,h,
Hiw-s,"s → h → ∅ (sporadic)",h,"∅",
Hiw-r,"r → ɡʟ",r,"ɡʟ",
"Hiw-”V+-higher","”V[+ high(er)] → ∅ / _CV","”V[+ high]|”V[+ higher]","∅",_CV
"Hiw-”V","”V → ə / _CV","”V","ə",_CV
Hiw-a,"a → e / _CV[+ mid] (sporadic)",a,e,"_CV[+ mid]"
Hiw-a_2,"a → e / _Ci (sporadic)",a,e,_Ci
Hiw-aCV+-high-aCV+-mid-aCa,"a(C)V[+ high] a(C)V[+ mid] aCa → ɔ(C) a(C) {ɔ,a}(C)ə","aV[+ high]|aCV[+ high]","ɔ|ɔC",
Hiw-aCV+-high-aCV+-mid-aCa,"a(C)V[+ high] a(C)V[+ mid] aCa → ɔ(C) a(C) {ɔ,a}(C)ə","aV[+ mid]|aCV[+ mid]",a|aC,
Hiw-aCV+-high-aCV+-mid-aCa,"a(C)V[+ high] a(C)V[+ mid] aCa → ɔ(C) a(C) {ɔ,a}(C)ə",aCa,"ɔə|ɔCə|aə|aCə",
Hiw-eCV-low-eCa,"e(C){V[- low]} e(C)a → e(C) e(C)ə","eV[- low]|eCV[- low]",e|eC,
Hiw-eCV-low-eCa,"e(C){V[- low]} e(C)a → e(C) e(C)ə",ea|eCa,"eə|eCə",
Hiw-iCV+-high-iCV+-mid-iCa,"i(C)V[+ high] i(C)V[+ mid] i(C)a → i(C) i(C)ə {e,i}(C)ə","iV[+ high]|iCV[+ high]",i|iC,
Hiw-iCV+-high-iCV+-mid-iCa,"i(C)V[+ high] i(C)V[+ mid] i(C)a → i(C) i(C)ə {e,i}(C)ə","iV[+ mid]|iCV[+ mid]","iə|iCə",
Hiw-iCV+-high-iCV+-mid-iCa,"i(C)V[+ high] i(C)V[+ mid] i(C)a → i(C) i(C)ə {e,i}(C)ə",ia|iCa,"eə|eCə|iə|iCə",
Hiw-oCV+-high-oCV+-mid-oCa,"o(C)V[+ high] o(C)V[+ mid] o(C)a → ɵ(C) o(C) ɔ(C)ə","oV[+ high]|oCV[+ high]","ɵ|ɵC",
Hiw-oCV+-high-oCV+-mid-oCa,"o(C)V[+ high] o(C)V[+ mid] o(C)a → ɵ(C) o(C) ɔ(C)ə","oV[+ mid]|oCV[+ mid]",o|oC,
Hiw-oCV+-high-oCV+-mid-oCa,"o(C)V[+ high] o(C)V[+ mid] o(C)a → ɵ(C) o(C) ɔ(C)ə",oa|oCa,"ɔə|ɔCə",
Hiw-uCV+-high-uCe-uCo-uCa,"u(C)V[+ high] u(C)e u(C)o u(C)a → {u,i}(C) u(C)ə e(C)ə {u,ɵ}(C)ə","uV[+ high]|uCV[+ high]",u|uC|i|iC,
Hiw-uCV+-high-uCe-uCo-uCa,"u(C)V[+ high] u(C)e u(C)o u(C)a → {u,i}(C) u(C)ə e(C)ə {u,ɵ}(C)ə",ue|uCe,"uə|uCə",
Hiw-uCV+-high-uCe-uCo-uCa,"u(C)V[+ high] u(C)e u(C)o u(C)a → {u,i}(C) u(C)ə e(C)ə {u,ɵ}(C)ə",uo|uCo,"eə|eCə",
Hiw-uCV+-high-uCe-uCo-uCa,"u(C)V[+ high] u(C)e u(C)o u(C)a → {u,i}(C) u(C)ə e(C)ə {u,ɵ}(C)ə",ua|uCa,"uə|uCə|ɵə|ɵCə",
Hiw-u,"u → ʉ / ! Cw_",u,"ʉ",Cw_
"Hiw-e,i","{e,i} → ɪ (sporadic)",e|i,"ɪ",
Hiw-V0V0,"V0V0 → V0",V0V0,V0,
"Lemerig-p-pʷ-k-q","p pʷ k q → β w ɣ ∅",p,"β",
"Lemerig-p-pʷ-k-q","p pʷ k q → β w ɣ ∅","pʷ",w,
"Lemerig-p-pʷ-k-q","p pʷ k q → β w ɣ ∅",k,"ɣ",
"Lemerig-p-pʷ-k-q","p pʷ k q → β w ɣ ∅",q,"∅",
Lemerig-VV,"VV → V",VV,V,
Lemerig-ndr-*R,"ndr *R → d r",ndr,d,
Lemerig-ndr-*R,"ndr *R → d r",*R,r,
"Lemerig-c,*j-ɲ","{c,*j} ɲ → s n",c|*j,s,
"Lemerig-c,*j-ɲ","{c,*j} ɲ → s n","ɲ",n,
Lemerig-t,"t → ʔ “often”",t,"ʔ",
"Lemerig-b-bʷ-d-ɡ","b bʷ d ɡ → p kpʷ t k",b,p,
"Lemerig-b-bʷ-d-ɡ","b bʷ d ɡ → p kpʷ t k","bʷ","kpʷ",
"Lemerig-b-bʷ-d-ɡ","b bʷ d ɡ → p kpʷ t k",d,t,
"Lemerig-b-bʷ-d-ɡ","b bʷ d ɡ → p kpʷ t k","ɡ",k,
"Lemerig-mʷ","mʷ → ŋmʷ","mʷ","ŋmʷ",
"Lemerig-—-iCV-high","— iCV[- high] → aC","iCV[- high]",aC,
"Lemerig-—-eCV+-mid","— eCV[+ mid] → ɛC","eCV[+ mid]","ɛC",
"Lemerig-—-eCV+-low","— eCV[+ low] → aC","eCV[+ low]",aC,
"Lemerig-—-aCV+-high","— aCV[+ high] → {ɛ,œ}C","aCV[+ high]","ɛC|œC",
"Lemerig-—-aCa","— aCa → {ɘ,a}C",aCa,"ɘC|aC",
"Lemerig-—-oCV+-high","— oCV[+ high] → øC","oCV[+ high]","øC",
"Lemerig-—-oCo","— oCo → œC (sporadic)",oCo,"œC",
"Lemerig-—-oCV-high","— oCV[- high] → ɔC","oCV[- high]","ɔC",
"Lemerig-—-uCV-high","— uCV[- high] → oC","uCV[- high]",oC,
Lemerig-o-e,"o e → ʊ ɪ",o,"ʊ",
Lemerig-o-e,"o e → ʊ ɪ",e,"ɪ",
Lemerig-ia,"ia → ɪ “(only somoetimes?)”",ia,"ɪ",
Lemerig-V,"V → ∅ / #_C”V",V,"∅","#_C”V"
Lemerig-V_2,"V → ∅ / CVC_C”V",V,"∅","CVC_C”V"
"Lemerig-CV1C”V2","CV1C”V2 → CV2C”V2","CV1C”V2","CV2C”V2",
Mwotlap-q,"q → ∅",q,"∅",
Mwotlap-V0V0,"V0V0 → V0",V0V0,V0,
Mwotlap-ndr,"ndr → d",ndr,d,
Mwotlap-R,"R → r",R,r,
Mwotlap-d,"d → r (sporadic)",d,r,
"Mwotlap-p-pʷ-bʷ-k-ɡ","p pʷ bʷ k ɡ → β w kpʷ ɣ k",p,"β",
"Mwotlap-p-pʷ-bʷ-k-ɡ","p pʷ bʷ k ɡ → β w kpʷ ɣ k","pʷ",w,
"Mwotlap-p-pʷ-bʷ-k-ɡ","p pʷ bʷ k ɡ → β w kpʷ ɣ k","bʷ","kpʷ",
"Mwotlap-p-pʷ-bʷ-k-ɡ","p pʷ bʷ k ɡ → β w kpʷ ɣ k",k,"ɣ",
"Mwotlap-p-pʷ-bʷ-k-ɡ","p pʷ bʷ k ɡ → β w kpʷ ɣ k","ɡ",k,
"Mwotlap-mʷ-ɲ","mʷ ɲ → ŋmʷ n","mʷ","ŋmʷ",
"Mwotlap-mʷ-ɲ","mʷ ɲ → ŋmʷ n","ɲ",n,
"Mwotlap-c,*j","{c,*j} → s",c|*j,s,
Mwotlap-s,"s → h “(often)”",s,h,
Mwotlap-r,"r → j",r,j,
Mwotlap-o-e-i,"o e i → ɔ ɛ ɪ / C_V[- high]",o,"ɔ","C_V[- high]"
Mwotlap-o-e-i,"o e i → ɔ ɛ ɪ / C_V[- high]",e,"ɛ","C_V[- high]"
Mwotlap-o-e-i,"o e i → ɔ ɛ ɪ / C_V[- high]",i,"ɪ","C_V[- high]"
Mwotlap-V-high,"V[- high] → ∅ / {ɔ,ɛ,ɪ}C_","V[- high]","∅","ɔC_|ɛC_|ɪC_"
Mwotlap-uCi,"uCi → iC (sporadic)",uCi,iC,
Mwotlap-u-a,"u a → ʊ ɛ / _CV[+ high]",u,"ʊ","_CV[+ high]"
Mwotlap-u-a,"u a → ʊ ɛ / _CV[+ high]",a,"ɛ","_CV[+ high]"
Mwotlap-o-e,"o e → ʊ ɪ",o,"ʊ",
Mwotlap-o-e,"o e → ʊ ɪ",e,"ɪ",
Mwotlap-aCV+-high,"aCV[+ high] → ɪ / when stressed unless primarily stressed","aCV[+ high]","ɪ",
"Mwotlap-CV1C”V2","(C)V1C”V2 → (C)V2V2","V1C”V2|CV1C”V2",V2V2|CV2V2,
Mwotlap-V1,"V1 → ∅ / _”V2",V1,"∅","_”V2"
Mwotlap-V,"V → ∅ / (C)V_VC”V",V,"∅","V_VC”V|CV_VC”V"
"Mwotlap-b-β-d","b β d → m p n / _{C,#}",b,m,_C|_#
"Mwotlap-b-β-d","b β d → m p n / _{C,#}","β",p,_C|_#
"Mwotlap-b-β-d","b β d → m p n / _{C,#}",d,n,_C|_#
"Mwotlap-kpʷ","kpʷ → k / _C (sporadic)","kpʷ",k,_C
Proto-New-Caledonia-c,"c → s",c,s,
"Proto-New-Caledonia-l,ɲ","{l,ɲ} → n","l|ɲ",n,
Proto-New-Caledonia-*R,"*R → ∅",*R,"∅",
Proto-New-Caledonia-r,"r → ʈ",r,"ʈ",
Proto-New-Caledonia-V,"V → ∅ / _C”V",V,"∅","_C”V"
Proto-New-Caledonia-NS,"NS → ⁿS",NS,"ⁿS",
Proto-New-Caledonia-CC,"CC → Cː (fortis)",CC,"Cː",
"Caaàc-pː-pwː-tː-ʈː-qː-kː","pː pwː tː ʈː qː kː → pʰ pwʰ cʰ tʰ h jʰ","pː","pʰ",
"Caaàc-pː-pwː-tː-ʈː-qː-kː","pː pwː tː ʈː qː kː → pʰ pwʰ cʰ tʰ h jʰ","pwː","pwʰ",
"Caaàc-pː-pwː-tː-ʈː-qː-kː","pː pwː tː ʈː qː kː → pʰ pwʰ cʰ tʰ h jʰ","tː","cʰ",
"Caaàc-pː-pwː-tː-ʈː-qː-kː","pː pwː tː ʈː qː kː → pʰ pwʰ cʰ tʰ h jʰ","ʈː","tʰ",
"Caaàc-pː-pwː-tː-ʈː-qː-kː","pː pwː tː ʈː qː kː → pʰ pwʰ cʰ tʰ h jʰ","qː",h,
"Caaàc-pː-pwː-tː-ʈː-qː-kː","pː pwː tː ʈː qː kː → pʰ pwʰ cʰ tʰ h jʰ","kː","jʰ",
"Caaàc-q-k,t-s,ʈ","q {k,t} {s,ʈ} → k c t",q,k,
"Caaàc-q-k,t-s,ʈ","q {k,t} {s,ʈ} → k c t",k|t,c,
"Caaàc-q-k,t-s,ʈ","q {k,t} {s,ʈ} → k c t","s|ʈ",t,
"Caaàc-k","k → ∅ / _{o,a}",k,"∅",_o|_a
"Caaàc-N","N → ∅ / _#",N,"∅",_#
"Caaàc-V","V → ∅ / #(C)V(C)(C)_#",V,"∅",#V_#|#VC_#|#VC_#|#VCC_#|#CV_#|#CVC_#|#CVC_#|#CVCC_#
"Caaàc-jʰ","jʰ → h / _i","jʰ",h,_i
"Caaàc-p,pw,k","{p,pw,k} → ∅ / V_V",p|pw|k,"∅",V_V
"Caaàc-t-c","t c → l j / V_V",t,l,V_V
"Caaàc-t-c","t c → l j / V_V",c,j,V_V
"Caaàc-VnV","VnV → ṼlṼ",VnV,"ṼlṼ",
"Caaàc-ⁿS","ⁿS → N / _#","ⁿS",N,_#
"Caaàc-u","u → i (typical)",u,i,
"Caaàc-u-i","u i → o e (not always)",u,o,
"Caaàc-u-i","u i → o e (not always)",i,e,
"Jawé-q-k-ʈ,s","q k {ʈ,s} → k c t̪",q,k,
"Jawé-q-k-ʈ,s","q k {ʈ,s} → k c t̪",k,c,
"Jawé-q-k-ʈ,s","q k {ʈ,s} → k c t̪","ʈ|s","t̪",
"Jawé-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ hʷ t̪ʰ tʰ h jʰ","pː","pʰ",
"Jawé-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ hʷ t̪ʰ tʰ h jʰ","pwː","hʷ",
"Jawé-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ hʷ t̪ʰ tʰ h jʰ","t̪ː","t̪ʰ",
"Jawé-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ hʷ t̪ʰ tʰ h jʰ","tː","tʰ",
"Jawé-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ hʷ t̪ʰ tʰ h jʰ","kː",h,
"Jawé-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ hʷ t̪ʰ tʰ h jʰ","cː","jʰ",
"Jawé-t̪","t̪ → l / V_V","t̪",l,V_V
"Jawé-Cː","Cː → Cʰ","Cː","Cʰ",
"Jawé-t̪-t̪ʰ-t-tʰ","t̪ t̪ʰ t tʰ → t tʰ c s","t̪",t,
"Jawé-t̪-t̪ʰ-t-tʰ","t̪ t̪ʰ t tʰ → t tʰ c s","t̪ʰ","tʰ",
"Jawé-t̪-t̪ʰ-t-tʰ","t̪ t̪ʰ t tʰ → t tʰ c s",t,c,
"Jawé-t̪-t̪ʰ-t-tʰ","t̪ t̪ʰ t tʰ → t tʰ c s","tʰ",s,
"Jawé-jʰ","jʰ → h / _i","jʰ",h,_i
"Nemi-Pije-Fwai-q-k-ʈ,s","q k {ʈ,s} → k c t̪",q,k,
"Nemi-Pije-Fwai-q-k-ʈ,s","q k {ʈ,s} → k c t̪",k,c,
"Nemi-Pije-Fwai-q-k-ʈ,s","q k {ʈ,s} → k c t̪","ʈ|s","t̪",
"Nemi-Pije-Fwai-pː-pwː-tː-t̪ː-kː-cː","pː pwː tː t̪ː kː cː → f hʷ t̪ʰ tʰ h jʰ","pː",f,
"Nemi-Pije-Fwai-pː-pwː-tː-t̪ː-kː-cː","pː pwː tː t̪ː kː cː → f hʷ t̪ʰ tʰ h jʰ","pwː","hʷ",
"Nemi-Pije-Fwai-pː-pwː-tː-t̪ː-kː-cː","pː pwː tː t̪ː kː cː → f hʷ t̪ʰ tʰ h jʰ","tː","t̪ʰ",
"Nemi-Pije-Fwai-pː-pwː-tː-t̪ː-kː-cː","pː pwː tː t̪ː kː cː → f hʷ t̪ʰ tʰ h jʰ","t̪ː","tʰ",
"Nemi-Pije-Fwai-pː-pwː-tː-t̪ː-kː-cː","pː pwː tː t̪ː kː cː → f hʷ t̪ʰ tʰ h jʰ","kː",h,
"Nemi-Pije-Fwai-pː-pwː-tː-t̪ː-kː-cː","pː pwː tː t̪ː kː cː → f hʷ t̪ʰ tʰ h jʰ","cː","jʰ",
"Nemi-Pije-Fwai-t̪","t̪ → l / V_V","t̪",l,V_V
"Nemi-Pije-Fwai-Cː","Cː → Cʰ","Cː","Cʰ",
"Nemi-Pije-Fwai-t-tʰ","t tʰ → c h / _E",t,c,_E
"Nemi-Pije-Fwai-t-tʰ","t tʰ → c h / _E","tʰ",h,_E
"Nemi-Pije-Fwai-t̪-t̪ʰ","t̪ t̪ʰ → t tʰ","t̪",t,
"Nemi-Pije-Fwai-t̪-t̪ʰ","t̪ t̪ʰ → t tʰ","t̪ʰ","tʰ",
"Nemi-Pije-Fwai-jʰ","jʰ → h / _i","jʰ",h,_i
Nemi-Pije-Fwai-bw-mw,"bw mw → ɡ ŋ",bw,"ɡ",
Nemi-Pije-Fwai-bw-mw,"bw mw → ɡ ŋ",mw,"ŋ",
"Nemi-Pije-Fwai-n-n̥","n n̥ → ɲ ɲ̊ / _E",n,"ɲ",_E
"Nemi-Pije-Fwai-n-n̥","n n̥ → ɲ ɲ̊ / _E","n̥","ɲ̊",_E
Nemi-Pije-Fwai-ONV,"ONV → SʰṼ / Pije and Fwai",ONV,"SʰṼ",
Nemi-Pije-Fwai-f,"f → ɸ / Pije and Fwai",f,"ɸ",
"Proto-Northern-q-qː-k-kː-s-sː","q qː k kː s sː → k kː c cː t̪ t̪ː",q,k,
"Proto-Northern-q-qː-k-kː-s-sː","q qː k kː s sː → k kː c cː t̪ t̪ː","qː","kː",
"Proto-Northern-q-qː-k-kː-s-sː","q qː k kː s sː → k kː c cː t̪ t̪ː",k,c,
"Proto-Northern-q-qː-k-kː-s-sː","q qː k kː s sː → k kː c cː t̪ t̪ː","kː","cː",
"Proto-Northern-q-qː-k-kː-s-sː","q qː k kː s sː → k kː c cː t̪ t̪ː",s,"t̪",
"Proto-Northern-q-qː-k-kː-s-sː","q qː k kː s sː → k kː c cː t̪ t̪ː","sː","t̪ː",
"Proto-Northern-Cː","Cː → Cʰ","Cː","Cʰ",
Proto-Northern-C,"C → ∅ / _$(possessive suffix)#",C,"∅",_$(possessive
"Proto-Northern-∅","∅ → j / #_a","∅",j,#_a
"Nixumwak-Nêlêmwa-V","V → ∅ / _#, often",V,"∅","_#,"
"Nixumwak-Nêlêmwa-k","k → c / V_V",k,c,V_V
"Nixumwak-Nêlêmwa-k_2","k → c / _#",k,c,_#
"Nixumwak-Nêlêmwa-t","t → k",t,k,
"Nixumwak-Nêlêmwa-t̪","t̪ → t","t̪",t,
"Nixumwak-Nêlêmwa-k_3","k → ∅ / _{o,a}",k,"∅",_o|_a
"Nixumwak-Nêlêmwa-cʰ","cʰ → {ʃ,jʰ}","cʰ","ʃ|jʰ",
"Nixumwak-Nêlêmwa-kʰ","kʰ → h / _a","kʰ",h,_a
"Nixumwak-Nêlêmwa-pw-p-t-ʈ-k-c","pw p t ʈ k c → (v)w v r l ɣ j / V_V",pw,w|vw,V_V
"Nixumwak-Nêlêmwa-pw-p-t-ʈ-k-c","pw p t ʈ k c → (v)w v r l ɣ j / V_V",p,v,V_V
"Nixumwak-Nêlêmwa-pw-p-t-ʈ-k-c","pw p t ʈ k c → (v)w v r l ɣ j / V_V",t,r,V_V
"Nixumwak-Nêlêmwa-pw-p-t-ʈ-k-c","pw p t ʈ k c → (v)w v r l ɣ j / V_V","ʈ",l,V_V
"Nixumwak-Nêlêmwa-pw-p-t-ʈ-k-c","pw p t ʈ k c → (v)w v r l ɣ j / V_V",k,"ɣ",V_V
"Nixumwak-Nêlêmwa-pw-p-t-ʈ-k-c","pw p t ʈ k c → (v)w v r l ɣ j / V_V",c,j,V_V
"Nixumwak-Nêlêmwa-pw","pw → w",pw,w,
"Nixumwak-Nêlêmwa-ʈ","ʈ → t","ʈ",t,
"Nixumwak-Nêlêmwa-VnV","VnV → ṼlṼ",VnV,"ṼlṼ",
"Nixumwak-Nêlêmwa-ⁿS","ⁿS → N / _#","ⁿS",N,_#
"Nixumwak-Nêlêmwa-SN","SN → N[- voice]",SN,"N[- voice]",
"Nixumwak-Nêlêmwa-pwʰ-pʰ-tʰ-kʰ","pwʰ pʰ tʰ kʰ → fw f rʰ x / in Nelemwa","pwʰ",fw,
"Nixumwak-Nêlêmwa-pwʰ-pʰ-tʰ-kʰ","pwʰ pʰ tʰ kʰ → fw f rʰ x / in Nelemwa","pʰ",f,
"Nixumwak-Nêlêmwa-pwʰ-pʰ-tʰ-kʰ","pwʰ pʰ tʰ kʰ → fw f rʰ x / in Nelemwa","tʰ","rʰ",
"Nixumwak-Nêlêmwa-pwʰ-pʰ-tʰ-kʰ","pwʰ pʰ tʰ kʰ → fw f rʰ x / in Nelemwa","kʰ",x,
"Nixumwak-Nêlêmwa-uCu","uCu → iCi",uCu,iCi,
"Nixumwak-Nêlêmwa-V+-mid","V[+ mid] → a / near nasals?","V[+ mid]",a,
"Nixumwak-Nêlêmwa-u-i","u i → o e / “in monosyllabic forms almost always”",u,o,
"Nixumwak-Nêlêmwa-u-i","u i → o e / “in monosyllabic forms almost always”",i,e,
"Nixumwak-Nêlêmwa-”V","”V → Vː (usually)","”V","Vː",
"Nixumwak-Nêlêmwa-ŋ","ŋ → n","ŋ",n,
"Nyelâyu-V","V → ∅ / #(C)V(C)(C)_#",V,"∅",#V_#|#VC_#|#VC_#|#VCC_#|#CV_#|#CVC_#|#CVC_#|#CVCC_#
"Nyelâyu-C","C → ∅ / _# “sometimes”",C,"∅",_#
"Nyelâyu-k","k → c",k,c,
"Nyelâyu-k-t-s","k t s → j c t̪",k,j,
"Nyelâyu-k-t-s","k t s → j c t̪",t,c,
"Nyelâyu-k-t-s","k t s → j c t̪",s,"t̪",
"Nyelâyu-p-pw-t̪-ʈ-c","p pw t̪ ʈ c → v (v)w r l j / V_V",p,v,V_V
"Nyelâyu-p-pw-t̪-ʈ-c","p pw t̪ ʈ c → v (v)w r l j / V_V",pw,w|vw,V_V
"Nyelâyu-p-pw-t̪-ʈ-c","p pw t̪ ʈ c → v (v)w r l j / V_V","t̪",r,V_V
"Nyelâyu-p-pw-t̪-ʈ-c","p pw t̪ ʈ c → v (v)w r l j / V_V","ʈ",l,V_V
"Nyelâyu-p-pw-t̪-ʈ-c","p pw t̪ ʈ c → v (v)w r l j / V_V",c,j,V_V
"Nyelâyu-t̪-ʈ","t̪ ʈ → r l / _#","t̪",r,_#
"Nyelâyu-t̪-ʈ","t̪ ʈ → r l / _#","ʈ",l,_#
"Nyelâyu-pw","pw → w (sporadic)",pw,w,
"Nyelâyu-t̪,ʈ","{t̪,ʈ} → t","t̪|ʈ",t,
"Nyelâyu-ɴq","ɴq → ŋk","ɴq","ŋk",
"Nyelâyu-pː-pwː-tː-qː-cː","pː pwː tː qː cː → pʰ pwʰ tʰ h cʰ","pː","pʰ",
"Nyelâyu-pː-pwː-tː-qː-cː","pː pwː tː qː cː → pʰ pwʰ tʰ h cʰ","pwː","pwʰ",
"Nyelâyu-pː-pwː-tː-qː-cː","pː pwː tː qː cː → pʰ pwʰ tʰ h cʰ","tː","tʰ",
"Nyelâyu-pː-pwː-tː-qː-cː","pː pwː tː qː cː → pʰ pwʰ tʰ h cʰ","qː",h,
"Nyelâyu-pː-pwː-tː-qː-cː","pː pwː tː qː cː → pʰ pwʰ tʰ h cʰ","cː","cʰ",
"Nyelâyu-q","q → ∅",q,"∅",
"Nyelâyu-jʰ-j","jʰ j → h ∅ / _i","jʰ",h,_i
"Nyelâyu-jʰ-j","jʰ j → h ∅ / _i",j,"∅",_i
"Nyelâyu-w","w → ɣ (sporadic, conditioning unknown)",w,"ɣ",
"Nyelâyu-ⁿS","ⁿS → N / _#","ⁿS",N,_#
"Nyelâyu-SN","SN → N[- voice]",SN,"N[- voice]",
"Nyelâyu-VnV","VnV → ṼlṼ ",VnV,"ṼlṼ",
"Nyelâyu-V_2","V → Ṽ / _N",V,"Ṽ",_N
"Nyelâyu-ⁿS_2","ⁿS → N / _Ṽ","ⁿS",N,"_Ṽ"
"Nyelâyu-u","u → i “often”",u,i,
"Nyelâyu-u-i","u i → o e (not always)",u,o,
"Nyelâyu-u-i","u i → o e (not always)",i,e,
"Nyelâyu-ŋ","ŋ → n","ŋ",n,
Pwaamei-V,"V → ∅ / _# (sporadic?)",V,"∅",_#
Pwaamei-q-k-t-s,"q k t s → k j c t",q,k,
Pwaamei-q-k-t-s,"q k t s → k j c t",k,j,
Pwaamei-q-k-t-s,"q k t s → k j c t",t,c,
Pwaamei-q-k-t-s,"q k t s → k j c t",s,t,
"Pwaamei-pː-pwː-tː-ʈ-kː-cː","pː pwː tː ʈ kː cː → f hʷ tʰ lʰ h s","pː",f,
"Pwaamei-pː-pwː-tː-ʈ-kː-cː","pː pwː tː ʈ kː cː → f hʷ tʰ lʰ h s","pwː","hʷ",
"Pwaamei-pː-pwː-tː-ʈ-kː-cː","pː pwː tː ʈ kː cː → f hʷ tʰ lʰ h s","tː","tʰ",
"Pwaamei-pː-pwː-tː-ʈ-kː-cː","pː pwː tː ʈ kː cː → f hʷ tʰ lʰ h s","ʈ","lʰ",
"Pwaamei-pː-pwː-tː-ʈ-kː-cː","pː pwː tː ʈ kː cː → f hʷ tʰ lʰ h s","kː",h,
"Pwaamei-pː-pwː-tː-ʈ-kː-cː","pː pwː tː ʈ kː cː → f hʷ tʰ lʰ h s","cː",s,
"Pwaamei-ʈ","ʈ → l / V_V","ʈ",l,V_V
Pwaamei-k-c,"k c → ∅ {j,∅} / V_V",k,"∅",V_V
Pwaamei-k-c,"k c → ∅ {j,∅} / V_V",c,"j|∅",V_V
"Pwaamei-Cː","Cː → Cʰ","Cː","Cʰ",
"Pwaamei-jʰ-j","jʰ j → s z","jʰ",s,
"Pwaamei-jʰ-j","jʰ j → s z",j,z,
Pwaamei-s,"s → h / _i",s,h,_i
Pwaamei-bw-mw,"bw mw → ɡ ŋ",bw,"ɡ",
Pwaamei-bw-mw,"bw mw → ɡ ŋ",mw,"ŋ",
"Pwapwâ-V","V → ∅ / _# (sporadic?)",V,"∅",_#
"Pwapwâ-q-k-ʈ,s","q k {ʈ,s} → k c t̪",q,k,
"Pwapwâ-q-k-ʈ,s","q k {ʈ,s} → k c t̪",k,c,
"Pwapwâ-q-k-ʈ,s","q k {ʈ,s} → k c t̪","ʈ|s","t̪",
"Pwapwâ-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ xʷ t̪ʰ tʰ x s","pː","pʰ",
"Pwapwâ-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ xʷ t̪ʰ tʰ x s","pwː","xʷ",
"Pwapwâ-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ xʷ t̪ʰ tʰ x s","t̪ː","t̪ʰ",
"Pwapwâ-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ xʷ t̪ʰ tʰ x s","tː","tʰ",
"Pwapwâ-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ xʷ t̪ʰ tʰ x s","kː",x,
"Pwapwâ-pː-pwː-t̪ː-tː-kː-cː","pː pwː t̪ː tː kː cː → pʰ xʷ t̪ʰ tʰ x s","cː",s,
